title,type,release_year,runtime,seasons,imdb_score,imdb_votes,lead_production,production_countries_cnt,lead_genres,genres_cnt,movie_cluster,dbscan_clusters
Joan the Woman,MOVIE,1916,138,0.0,6.4,585.0,US,1,drama,3,5,5
My Pal Trigger,MOVIE,1946,79,0.0,6.4,505.0,US,1,western,4,4,4
Indiscreet,MOVIE,1931,92,0.0,6.2,1447.0,US,1,drama,3,5,5
The Son of Monte Cristo,MOVIE,1940,102,0.0,6.2,791.0,US,1,action,3,0,0
Winterset,MOVIE,1936,77,0.0,6.2,431.0,US,1,drama,3,5,5
Border Patrol,MOVIE,1943,65,0.0,6.2,294.0,US,1,western,2,4,4
'Neath Brooklyn Bridge,MOVIE,1942,61,0.0,5.8,659.0,US,1,romance,4,1,1
"Fanchon, the Cricket",MOVIE,1915,75,0.0,6.5,208.0,US,1,drama,1,5,5
Ghost Town,MOVIE,1936,56,0.0,5.9,74.0,US,1,western,3,4,4
"Mr. Wong, Detective",MOVIE,1938,70,0.0,6.0,1054.0,US,1,thriller,3,3,3
Something to Sing About,MOVIE,1937,93,0.0,6.2,912.0,US,1,comedy,1,2,2
Borderline,MOVIE,1950,88,0.0,6.0,1367.0,US,1,thriller,3,3,3
Mickey,MOVIE,1948,87,0.0,6.6,123.0,US,1,drama,2,5,5
Nurse Edith Cavell,MOVIE,1939,97,0.0,6.6,335.0,US,1,drama,2,5,5
Eternally Yours,MOVIE,1939,95,0.0,5.7,758.0,US,1,drama,3,5,5
This Is the Army,MOVIE,1943,121,0.0,5.8,1146.0,US,1,romance,3,1,1
The Lucky Texan,MOVIE,1934,61,0.0,5.6,1213.0,US,1,western,3,4,4
Irish Luck,MOVIE,1939,58,0.0,5.5,204.0,US,1,comedy,3,2,2
Ghost Patrol,MOVIE,1936,60,0.0,4.5,211.0,US,1,western,4,4,4
Forbidden Jungle,MOVIE,1950,66,0.0,4.3,92.0,US,1,action,1,0,0
Dark Alibi,MOVIE,1946,61,0.0,6.5,1271.0,US,1,thriller,4,3,3
"Sing, Sinner, Sing",MOVIE,1933,74,0.0,5.9,71.0,US,1,drama,2,5,5
Tanks a Million,MOVIE,1941,50,0.0,6.0,260.0,US,1,comedy,2,2,2
Call of the Forest,MOVIE,1949,57,0.0,5.3,84.0,US,1,western,1,4,4
Wagon Wheels,MOVIE,1934,56,0.0,5.6,283.0,US,1,western,5,4,4
High School Girl,MOVIE,1935,55,0.0,5.0,44.0,US,1,drama,1,5,5
The Blood of Jesus,MOVIE,1941,57,0.0,5.3,638.0,US,1,fantasy,2,8,8
Vigilantes of Boomtown,MOVIE,1947,56,0.0,6.2,58.0,US,1,western,1,4,4
Arrest Bulldog Drummond,MOVIE,1938,57,0.0,6.1,399.0,US,1,thriller,2,3,3
Desert Gold,MOVIE,1936,58,0.0,5.6,145.0,US,1,western,5,4,4
Phantom Killer,MOVIE,1942,61,0.0,5.3,188.0,US,1,romance,2,1,1
Guest in the House,MOVIE,1944,121,0.0,6.2,862.0,US,1,thriller,2,3,3
Doll Face,MOVIE,1945,80,0.0,5.9,487.0,US,1,romance,3,1,1
Second Chorus,MOVIE,1941,84,0.0,5.7,1569.0,US,1,comedy,4,2,2
Niagara Falls,MOVIE,1941,86,0.0,6.0,193.0,US,1,comedy,2,2,2
Saga of Death Valley,MOVIE,1939,58,0.0,6.3,138.0,US,1,western,3,4,4
Sundown,MOVIE,1941,90,0.0,5.7,930.0,US,1,drama,2,5,5
Riders of Destiny,MOVIE,1933,53,0.0,5.4,1069.0,US,1,western,3,4,4
The Miracle Kid,MOVIE,1941,69,0.0,5.5,44.0,US,1,comedy,4,2,2
The Adventures of Tartu,MOVIE,1943,91,0.0,7.0,994.0,GB,1,war,4,-1,-1
The Medicine Man,MOVIE,1930,66,0.0,4.9,249.0,US,1,comedy,2,2,2
Let's Sing Again,MOVIE,1936,70,0.0,5.7,77.0,US,1,music,3,14,14
A Study in Scarlet,MOVIE,1933,72,0.0,5.6,948.0,US,1,thriller,1,3,3
That Gang of Mine,MOVIE,1940,62,0.0,5.7,536.0,US,1,comedy,3,2,2
Nomads of the North,MOVIE,1920,109,0.0,5.7,263.0,US,1,romance,2,1,1
Dark Mountain,MOVIE,1944,57,0.0,5.4,261.0,US,1,drama,2,5,5
A Night at the Follies,MOVIE,1947,64,0.0,5.2,13.0,US,1,music,1,14,14
Reaching for the Moon,MOVIE,1930,91,0.0,5.5,426.0,US,1,romance,2,1,1
Private Snuffy Smith,MOVIE,1942,67,0.0,4.5,151.0,US,1,comedy,3,2,2
Hay Foot,MOVIE,1942,48,0.0,6.0,133.0,US,1,romance,2,1,1
The Star Packer,MOVIE,1934,53,0.0,5.2,1114.0,US,1,western,3,4,4
The Kid from Brooklyn,MOVIE,1946,113,0.0,6.5,1165.0,US,1,comedy,3,2,2
Under Western Stars,MOVIE,1938,65,0.0,5.9,362.0,US,1,western,3,4,4
Fighting Mad,MOVIE,1939,60,0.0,5.5,62.0,US,1,western,4,4,4
Hearts of Humanity,MOVIE,1932,56,0.0,5.9,58.0,US,1,drama,1,5,5
The Kansan,MOVIE,1943,79,0.0,5.6,390.0,US,1,romance,3,1,1
Bells of San Angelo,MOVIE,1947,74,0.0,5.6,374.0,US,1,western,1,4,4
Dick Tracy Meets Gruesome,MOVIE,1947,65,0.0,6.1,1671.0,US,1,thriller,4,3,3
"Dance, Girl, Dance",MOVIE,1933,74,0.0,5.7,50.0,US,1,music,1,14,14
Springtime in the Rockies,MOVIE,1937,60,0.0,5.6,162.0,US,1,western,5,4,4
Riders of the Deadline,MOVIE,1943,70,0.0,6.4,203.0,US,1,western,2,4,4
The Bold Caballero,MOVIE,1936,67,0.0,5.7,214.0,US,1,western,4,4,4
Rhythm in the Clouds,MOVIE,1937,62,0.0,5.6,216.0,US,1,comedy,3,2,2
British Intelligence,MOVIE,1940,61,0.0,6.1,1084.0,US,1,action,4,0,0
Tarzan and the Green Goddess,MOVIE,1938,72,0.0,4.5,520.0,US,1,action,2,0,0
Western Mail,MOVIE,1942,54,0.0,5.3,88.0,US,1,western,4,4,4
Man from Music Mountain,MOVIE,1943,71,0.0,6.3,67.0,US,1,western,3,4,4
When's Your Birthday?,MOVIE,1937,75,0.0,5.5,186.0,US,1,comedy,3,2,2
Monte Carlo Nights,MOVIE,1934,62,0.0,5.0,144.0,US,1,thriller,2,3,3
To the Shores of Iwo Jima,MOVIE,1945,20,0.0,6.1,464.0,US,1,documentation,2,11,11
Submarine Alert,MOVIE,1943,66,0.0,5.4,321.0,US,1,thriller,2,3,3
Leather Burners,MOVIE,1943,68,0.0,6.4,205.0,US,1,western,2,4,4
Delightfully Dangerous,MOVIE,1945,92,0.0,6.0,290.0,US,1,comedy,3,2,2
Renfrew of the Royal Mounted,MOVIE,1937,54,0.0,5.7,139.0,US,1,western,4,4,4
American Empire,MOVIE,1942,82,0.0,5.6,275.0,US,1,western,1,4,4
My Dear Secretary,MOVIE,1948,94,0.0,5.7,1039.0,US,1,drama,3,5,5
D-Day: The Normandy Invasion,MOVIE,1945,21,0.0,6.1,464.0,,1,,1,13,13
Money Madness,MOVIE,1948,73,0.0,5.9,235.0,US,1,thriller,1,3,3
Flying Blind,MOVIE,1941,69,0.0,4.6,123.0,US,1,drama,3,5,5
Sunny,MOVIE,1941,98,0.0,5.4,196.0,US,1,,1,65,65
Don Q Son of Zorro,MOVIE,1925,111,0.0,6.9,505.0,US,1,western,2,4,4
The Fatal Hour,MOVIE,1940,68,0.0,5.4,1125.0,US,1,thriller,3,3,3
I Met My Love Again,MOVIE,1938,77,0.0,5.5,347.0,US,1,romance,2,1,1
The Devil to Pay!,MOVIE,1930,72,0.0,6.6,697.0,US,1,romance,2,1,1
Pride of the Bowery,MOVIE,1940,68,0.0,5.8,592.0,US,1,drama,2,5,5
Wildfire,MOVIE,1945,57,0.0,3.8,11.0,US,1,western,2,4,4
The Silent Enemy,MOVIE,1930,84,0.0,6.9,238.0,CA,2,drama,2,-1,-1
Bulldog Drummond's Bride,MOVIE,1939,56,0.0,6.1,459.0,US,1,thriller,5,3,3
Meet the Boy Friend,MOVIE,1937,53,0.0,5.9,115.0,US,1,romance,3,1,1
Bar 20 Justice,MOVIE,1938,70,0.0,6.5,172.0,US,1,western,3,4,4
Target for Today,MOVIE,1944,90,0.0,7.0,55.0,US,1,war,3,12,12
The Great Gabbo,MOVIE,1929,94,0.0,6.0,887.0,US,1,drama,2,5,5
Sunset on the Desert,MOVIE,1942,63,0.0,6.3,102.0,US,1,western,4,4,4
Winds of the Wasteland,MOVIE,1936,54,0.0,6.0,1018.0,US,1,western,3,4,4
The Kid Ranger,MOVIE,1936,57,0.0,6.1,52.0,US,1,drama,3,5,5
Sex Madness,MOVIE,1938,57,0.0,2.8,913.0,US,1,drama,1,5,5
Jungle Bride,MOVIE,1933,63,0.0,5.1,183.0,US,1,crime,2,6,6
The Courageous Avenger,MOVIE,1935,59,0.0,5.5,88.0,US,1,western,1,4,4
"Come On, Tarzan",MOVIE,1932,61,0.0,6.5,73.0,US,1,western,2,4,4
The Love Flower,MOVIE,1920,104,0.0,6.0,159.0,US,1,drama,1,5,5
Corregidor,MOVIE,1943,73,0.0,4.7,294.0,US,1,drama,3,5,5
Riders in the Sky,MOVIE,1949,69,0.0,6.6,160.0,US,1,western,1,4,4
Dr. Kildare's Strange Case,MOVIE,1940,77,0.0,6.0,514.0,US,1,drama,2,5,5
A Strange Adventure,MOVIE,1932,60,0.0,5.1,186.0,US,1,romance,2,1,1
Bush Pilot,MOVIE,1947,58,0.0,5.3,91.0,CA,2,action,1,97,97
Western Gold,MOVIE,1937,57,0.0,5.5,37.0,US,1,western,1,4,4
High Voltage,MOVIE,1929,63,0.0,5.3,367.0,US,1,drama,4,5,5
Colorado,MOVIE,1940,54,0.0,5.9,263.0,US,1,action,5,0,0
The Panther's Claw,MOVIE,1942,70,0.0,5.7,251.0,US,1,thriller,2,3,3
Sarumba,MOVIE,1950,65,0.0,4.2,28.0,US,1,drama,1,5,5
Broadway Limited,MOVIE,1941,75,0.0,5.7,337.0,US,1,romance,2,1,1
Fiesta,MOVIE,1941,45,0.0,4.7,138.0,US,1,western,4,4,4
Stella Maris,MOVIE,1918,84,0.0,6.9,1472.0,US,1,drama,1,5,5
The Big Wheel,MOVIE,1949,92,0.0,5.6,530.0,US,1,romance,4,1,1
Spirit of Youth,MOVIE,1938,66,0.0,5.3,150.0,US,1,drama,2,5,5
Breakfast in Hollywood,MOVIE,1946,90,0.0,5.6,292.0,US,1,comedy,2,2,2
The Yellow Rose of Texas,MOVIE,1944,69,0.0,5.4,208.0,US,1,western,3,4,4
Beyond the Purple Hills,MOVIE,1950,69,0.0,6.4,111.0,US,1,western,3,4,4
Melody for Three,MOVIE,1941,67,0.0,5.8,113.0,US,1,drama,1,5,5
Rubber Tires,MOVIE,1927,52,0.0,6.8,80.0,US,1,comedy,1,2,2
Hoppy Serves a Writ,MOVIE,1943,67,0.0,6.4,246.0,US,1,western,2,4,4
The Old Barn Dance,MOVIE,1938,54,0.0,5.3,158.0,US,1,western,5,4,4
Campus Knights,MOVIE,1929,61,0.0,5.1,15.0,US,1,comedy,1,2,2
Lady from Chungking,MOVIE,1942,68,0.0,5.4,210.0,US,1,drama,3,5,5
Honeymoon Limited,MOVIE,1935,74,0.0,5.5,51.0,US,1,crime,3,6,6
The Woman I Lost,MOVIE,1949,94,0.0,7.2,83.0,MX,1,crime,4,-1,-1
Combat America,MOVIE,1943,63,0.0,5.9,122.0,US,1,history,3,52,52
Hillbilly Blitzkrieg,MOVIE,1942,63,0.0,4.7,106.0,US,1,comedy,3,2,2
Lonely Wives,MOVIE,1931,85,0.0,6.3,410.0,US,1,comedy,2,2,2
"A Boy, a Girl and a Dog",MOVIE,1946,77,0.0,6.7,78.0,US,1,drama,3,5,5
I Accuse My Parents,MOVIE,1944,68,0.0,2.6,2972.0,US,1,drama,2,5,5
The Hurricane Express,MOVIE,1932,79,0.0,5.3,586.0,US,1,crime,4,6,6
Fangs of the Wild,MOVIE,1939,52,0.0,4.9,53.0,US,1,western,2,4,4
The Man From Utah,MOVIE,1934,55,0.0,5.1,1138.0,US,1,action,6,0,0
Headin' Home,MOVIE,1920,71,0.0,5.2,296.0,US,1,comedy,3,2,2
Navy Secrets,MOVIE,1939,62,0.0,5.7,88.0,US,1,drama,4,5,5
Bells of Rosarita,MOVIE,1945,68,0.0,6.2,202.0,US,1,western,3,4,4
Born to Fight,MOVIE,1936,65,0.0,5.8,76.0,US,1,drama,4,5,5
Tumbleweeds,MOVIE,1925,79,0.0,6.5,614.0,US,1,western,4,4,4
The Stork Club,MOVIE,1945,90,0.0,6.4,665.0,US,1,comedy,2,2,2
San Fernando Valley,MOVIE,1944,74,0.0,6.6,96.0,US,1,western,1,4,4
Trade Winds,MOVIE,1938,93,0.0,6.3,585.0,US,1,romance,2,1,1
Queen of the Amazons,MOVIE,1947,61,0.0,3.6,825.0,US,1,action,1,0,0
Reckless Decision,MOVIE,1933,67,0.0,4.4,66.0,US,1,drama,1,5,5
Who Killed Doc Robbin?,MOVIE,1948,55,0.0,4.6,291.0,US,1,comedy,3,2,2
Bulldog Drummond Escapes,MOVIE,1937,67,0.0,6.0,918.0,US,1,thriller,2,3,3
State Department: File 649,MOVIE,1949,87,0.0,4.7,178.0,US,1,action,5,0,0
Paradise in Harlem,MOVIE,1939,85,0.0,5.0,118.0,US,1,drama,2,5,5
Danger Street,MOVIE,1947,68,0.0,5.5,87.0,US,1,crime,3,6,6
The House of Secrets,MOVIE,1936,70,0.0,5.0,392.0,US,1,thriller,1,3,3
Swamp Fire,MOVIE,1946,69,0.0,5.5,248.0,US,1,drama,2,5,5
The House Across the Bay,MOVIE,1940,88,0.0,6.5,558.0,US,1,drama,3,5,5
Behind Green Lights,MOVIE,1946,64,0.0,6.4,897.0,US,1,crime,3,6,6
Hidden Gold,MOVIE,1940,60,0.0,6.3,197.0,US,1,western,2,4,4
Straight Shooter,MOVIE,1939,54,0.0,5.8,76.0,US,1,western,1,4,4
Sons of New Mexico,MOVIE,1949,71,0.0,6.5,112.0,US,1,western,3,4,4
Little Men,MOVIE,1940,84,0.0,5.7,377.0,US,1,comedy,2,2,2
The Magnificent Rogue,MOVIE,1946,74,0.0,5.7,62.0,US,1,drama,3,5,5
The Extra Girl,MOVIE,1923,69,0.0,6.6,1155.0,US,1,romance,3,1,1
Her Favorite Patient,MOVIE,1945,72,0.0,6.0,209.0,US,1,comedy,1,2,2
Sunset Range,MOVIE,1935,60,0.0,6.3,86.0,US,1,comedy,5,2,2
The Garden of Eden,MOVIE,1928,78,0.0,6.9,444.0,US,1,drama,2,5,5
There's Always Tomorrow,MOVIE,1934,86,0.0,6.7,70.0,US,1,drama,2,5,5
Dick Tracy vs. Cueball,MOVIE,1946,62,0.0,5.9,1249.0,US,1,thriller,4,3,3
Gambler's Choice,MOVIE,1944,66,0.0,6.0,159.0,US,1,crime,4,6,6
The White Gorilla,MOVIE,1945,62,0.0,2.8,505.0,US,1,action,1,0,0
Behind Office Doors,MOVIE,1931,82,0.0,6.1,478.0,US,1,romance,2,1,1
365 Nights in Hollywood,MOVIE,1934,77,0.0,5.7,141.0,US,1,comedy,3,2,2
Murder with Pictures,MOVIE,1936,69,0.0,5.6,351.0,US,1,crime,1,6,6
Little Men,MOVIE,1934,72,0.0,6.2,78.0,US,1,romance,2,1,1
A Romance of Happy Valley,MOVIE,1919,76,0.0,6.3,396.0,US,1,drama,2,5,5
In Old Caliente,MOVIE,1939,54,0.0,5.7,224.0,US,1,comedy,5,2,2
Dick Tracy's Dilemma,MOVIE,1947,60,0.0,5.9,990.0,US,1,crime,4,6,6
Tomorrow at Seven,MOVIE,1933,62,0.0,5.6,295.0,US,1,crime,5,6,6
August Week End,MOVIE,1936,62,0.0,5.1,82.0,US,1,drama,1,5,5
Boys of the City,MOVIE,1940,68,0.0,5.6,622.0,US,1,thriller,2,3,3
The Gunman From Bodie,MOVIE,1941,62,0.0,5.9,133.0,US,1,western,1,4,4
Dr. Christian Meets the Women,MOVIE,1940,68,0.0,5.9,110.0,US,1,drama,1,5,5
Colonel Effingham's Raid,MOVIE,1946,72,0.0,6.0,392.0,US,1,romance,2,1,1
Dangerous Passage,MOVIE,1944,60,0.0,5.4,307.0,US,1,drama,1,5,5
The President's Mystery,MOVIE,1936,80,0.0,5.6,185.0,US,1,thriller,2,3,3
Brothers of the West,MOVIE,1937,58,0.0,6.0,74.0,US,1,western,4,4,4
My Lady of Whims,MOVIE,1925,59,0.0,5.7,144.0,US,1,drama,2,5,5
Riddle Ranch,MOVIE,1935,63,0.0,4.3,24.0,US,1,western,2,4,4
In Old Cheyenne,MOVIE,1941,58,0.0,6.2,127.0,US,1,western,4,4,4
West of the Law,MOVIE,1942,60,0.0,7.0,58.0,US,1,western,3,4,4
The Shadow Strikes,MOVIE,1937,62,0.0,4.8,493.0,US,1,thriller,2,3,3
Lying Lips,MOVIE,1939,80,0.0,4.5,157.0,US,1,drama,2,5,5
Three Men From Texas,MOVIE,1940,76,0.0,6.8,214.0,US,1,western,1,4,4
Bowery Blitzkrieg,MOVIE,1941,62,0.0,5.9,618.0,US,1,crime,5,6,6
Merry-Go-Round,MOVIE,1923,110,0.0,6.5,364.0,US,1,drama,1,5,5
That Brennan Girl,MOVIE,1946,95,0.0,6.5,306.0,US,1,drama,2,5,5
The Mystery of Mr. Wong,MOVIE,1939,68,0.0,6.1,841.0,US,1,thriller,1,3,3
Smart Alecks,MOVIE,1942,67,0.0,5.6,508.0,US,1,comedy,4,2,2
The Sphinx,MOVIE,1933,64,0.0,5.6,448.0,US,1,thriller,3,3,3
Gunsmoke Ranch,MOVIE,1937,56,0.0,5.5,142.0,US,1,western,3,4,4
The Girl Who Came Back,MOVIE,1935,65,0.0,5.7,60.0,US,1,crime,3,6,6
The Blazing Sun,MOVIE,1950,69,0.0,6.1,103.0,US,1,western,3,4,4
International Crime,MOVIE,1938,62,0.0,5.5,453.0,US,1,crime,1,6,6
The Green Promise,MOVIE,1949,93,0.0,6.4,552.0,US,1,drama,1,5,5
La Cucaracha,MOVIE,1934,20,0.0,6.1,464.0,US,1,comedy,1,2,2
The Ranger and the Lady,MOVIE,1940,52,0.0,6.4,108.0,US,1,western,2,4,4
From the Manger to the Cross,MOVIE,1912,71,0.0,5.8,588.0,US,1,drama,1,5,5
The Last of the Clintons,MOVIE,1935,59,0.0,5.8,91.0,US,1,western,3,4,4
Let's Get Tough,MOVIE,1942,62,0.0,5.2,525.0,US,1,comedy,3,2,2
South of Santa Fe,MOVIE,1942,53,0.0,6.3,110.0,US,1,western,3,4,4
In Old Colorado,MOVIE,1941,66,0.0,6.5,185.0,US,1,western,2,4,4
Flirting with Danger,MOVIE,1934,62,0.0,5.2,34.0,US,1,comedy,1,2,2
Texas Jack,MOVIE,1935,55,0.0,5.4,22.0,US,1,western,1,4,4
The Married Virgin,MOVIE,1918,71,0.0,5.4,662.0,US,1,drama,2,5,5
Klondike Fury,MOVIE,1942,68,0.0,4.1,83.0,US,1,drama,3,5,5
Lucky Terror,MOVIE,1936,61,0.0,6.0,71.0,US,1,western,3,4,4
Girls in Chains,MOVIE,1943,75,0.0,4.6,233.0,US,1,crime,2,6,6
Wolf Call,MOVIE,1939,62,0.0,6.0,49.0,US,1,romance,3,1,1
When the Lights Go On Again,MOVIE,1944,74,0.0,5.7,33.0,US,1,romance,3,1,1
Dixiana,MOVIE,1930,100,0.0,5.2,372.0,US,1,comedy,4,2,2
The Love Light,MOVIE,1921,89,0.0,6.4,377.0,US,1,drama,1,5,5
Young Dynamite,MOVIE,1937,57,0.0,4.9,49.0,US,1,crime,2,6,6
Madame Behave,MOVIE,1925,55,0.0,6.8,28.0,US,1,comedy,2,2,2
Desperate Cargo,MOVIE,1941,67,0.0,5.3,128.0,US,1,crime,3,6,6
Diary of a Sergeant,MOVIE,1945,22,0.0,6.1,464.0,US,1,documentation,1,11,11
Sunset Serenade,MOVIE,1942,60,0.0,6.3,106.0,US,1,western,3,4,4
Paradise Canyon,MOVIE,1935,52,0.0,5.1,909.0,US,1,western,4,4,4
My Dog Shep,MOVIE,1946,62,0.0,5.8,75.0,US,1,drama,1,5,5
Beau Revel,MOVIE,1921,69,0.0,4.9,50.0,US,1,drama,1,5,5
In the Money,MOVIE,1933,66,0.0,5.2,33.0,US,1,comedy,2,2,2
The Underdog,MOVIE,1943,65,0.0,5.9,43.0,US,1,drama,3,5,5
Rainbow Valley,MOVIE,1935,52,0.0,5.3,655.0,US,1,western,3,4,4
Paradise Island,MOVIE,1930,68,0.0,5.0,116.0,US,1,romance,3,1,1
Danny Boy,MOVIE,1945,64,0.0,6.4,65.0,US,1,action,4,0,0
Crimson Romance,MOVIE,1934,71,0.0,5.6,174.0,US,1,drama,3,5,5
Little Tough Guy,MOVIE,1938,86,0.0,6.1,187.0,US,1,crime,2,6,6
Kept Husbands,MOVIE,1931,76,0.0,5.9,546.0,US,1,drama,2,5,5
Beware Of Ladies,MOVIE,1936,64,0.0,5.5,89.0,US,1,drama,4,5,5
Silks and Saddles,MOVIE,1929,58,0.0,8.2,10.0,US,1,drama,1,5,5
Headline Crasher,MOVIE,1937,58,0.0,5.4,61.0,US,1,romance,2,1,1
Minesweeper,MOVIE,1943,67,0.0,5.1,368.0,US,1,drama,5,5,5
Young Romance,MOVIE,1915,59,0.0,5.8,186.0,US,1,comedy,2,2,2
Range War,MOVIE,1939,65,0.0,6.7,151.0,US,1,western,1,4,4
The World Gone Mad,MOVIE,1933,80,0.0,4.8,529.0,US,1,thriller,3,3,3
Sepia Cinderella,MOVIE,1947,75,0.0,5.7,117.0,US,1,romance,2,1,1
The Hairy Ape,MOVIE,1944,92,0.0,6.2,436.0,US,1,drama,1,5,5
Hearts in Bondage,MOVIE,1936,72,0.0,5.5,210.0,US,1,drama,4,5,5
The Phantom Broadcast,MOVIE,1933,72,0.0,5.5,142.0,US,1,thriller,4,3,3
Belle of the Yukon,MOVIE,1944,83,0.0,5.2,405.0,US,1,western,3,4,4
Danger Lights,MOVIE,1930,74,0.0,6.1,532.0,US,1,drama,1,5,5
Rolling Home,MOVIE,1946,71,0.0,5.8,73.0,US,1,western,3,4,4
Renegade Trail,MOVIE,1939,58,0.0,6.7,157.0,US,1,western,2,4,4
Tombstone Canyon,MOVIE,1932,62,0.0,5.4,179.0,US,1,western,1,4,4
The Stilwell Road,MOVIE,1945,51,0.0,6.4,81.0,US,1,documentation,2,11,11
The Love of Sunya,MOVIE,1927,78,0.0,6.3,810.0,US,1,drama,2,5,5
East Side Kids,MOVIE,1940,62,0.0,5.5,256.0,US,1,drama,4,5,5
Panhandle,MOVIE,1948,85,0.0,6.1,269.0,US,1,western,4,4,4
Clancy Street Boys,MOVIE,1943,66,0.0,6.0,526.0,US,1,comedy,3,2,2
The Return of Casey Jones,MOVIE,1933,61,0.0,5.2,37.0,US,1,drama,2,5,5
The Eye of Envy,MOVIE,1917,73,0.0,6.3,27.0,US,1,drama,1,5,5
Barefoot Boy,MOVIE,1938,63,0.0,5.6,88.0,US,1,action,5,0,0
Kermit Maynard Collection (Whistling Bullets,MOVIE,1937,57,0.0,5.6,50.0,US,1,drama,3,5,5
Flying Wild,MOVIE,1941,64,0.0,5.4,498.0,US,1,thriller,4,3,3
Let's Go Collegiate,MOVIE,1941,62,0.0,5.0,168.0,US,1,romance,3,1,1
Curley,MOVIE,1947,53,0.0,5.8,109.0,US,1,comedy,2,2,2
People Are Funny,MOVIE,1946,93,0.0,5.2,146.0,US,1,comedy,1,2,2
Men of the Plains,MOVIE,1936,62,0.0,5.1,39.0,US,1,western,3,4,4
The Law Rides Again,MOVIE,1943,58,0.0,6.0,112.0,US,1,western,2,4,4
The Pilgrimage Play,MOVIE,1949,92,0.0,5.3,66.0,US,1,drama,1,5,5
The Shadow Returns,MOVIE,1946,61,0.0,5.4,243.0,US,1,thriller,3,3,3
Million Dollar Kid,MOVIE,1944,65,0.0,5.9,563.0,US,1,comedy,1,2,2
Held For Ransom,MOVIE,1938,59,0.0,5.2,140.0,US,1,crime,4,6,6
They Raid by Night,MOVIE,1942,73,0.0,4.4,260.0,US,1,drama,2,5,5
By Appointment Only,MOVIE,1933,67,0.0,5.7,91.0,US,1,drama,1,5,5
Double Cross,MOVIE,1941,61,0.0,5.1,180.0,US,1,drama,3,5,5
The Thundering Herd,MOVIE,1933,56,0.0,5.9,32.0,US,1,western,1,4,4
Lost Canyon,MOVIE,1942,61,0.0,6.3,144.0,US,1,western,3,4,4
The Big Chance,MOVIE,1933,62,0.0,4.8,173.0,US,1,crime,6,6,6
Song of Texas,MOVIE,1943,53,0.0,6.0,158.0,US,1,western,5,4,4
The Dawn Express,MOVIE,1942,62,0.0,4.4,211.0,US,1,action,3,0,0
Down Texas Way,MOVIE,1942,57,0.0,6.4,88.0,US,1,western,2,4,4
Nam Iruvar,MOVIE,1947,153,0.0,6.3,14.0,IN,1,,1,19,19
Streamline Express,MOVIE,1935,71,0.0,5.4,176.0,US,1,romance,4,1,1
"Come on, Cowboys",MOVIE,1937,58,0.0,6.1,79.0,US,1,western,3,4,4
Yodelin' Kid from Pine Ridge,MOVIE,1937,60,0.0,5.6,132.0,US,1,western,4,4,4
For You I Die,MOVIE,1947,76,0.0,6.1,243.0,US,1,crime,3,6,6
Palooka,MOVIE,1934,86,0.0,6.0,370.0,US,1,comedy,3,2,2
Crashin' Broadway,MOVIE,1932,59,0.0,4.0,24.0,US,1,drama,5,5,5
Fighting Fury,MOVIE,1924,61,0.0,6.2,14.0,US,1,western,1,4,4
Cobra,MOVIE,1925,76,0.0,6.4,747.0,US,1,drama,2,5,5
Bill Cracks Down,MOVIE,1937,61,0.0,5.6,90.0,US,1,romance,3,1,1
The Duke Is Tops,MOVIE,1938,63,0.0,5.4,369.0,US,1,music,3,14,14
Back Door to Heaven,MOVIE,1939,85,0.0,6.0,157.0,US,1,crime,2,6,6
Half Shot at Sunrise,MOVIE,1930,78,0.0,6.0,350.0,US,1,comedy,1,2,2
The Drifter,MOVIE,1932,71,0.0,5.3,69.0,US,1,western,3,4,4
Fighting Caravans,MOVIE,1931,92,0.0,5.7,632.0,US,1,western,2,4,4
Dancing Pirate,MOVIE,1936,83,0.0,4.9,328.0,US,1,action,4,0,0
Omoo-Omoo the Shark God,MOVIE,1949,58,0.0,3.3,263.0,US,1,action,2,0,0
The Flaming Signal,MOVIE,1933,64,0.0,4.0,49.0,US,1,thriller,3,3,3
The Bashful Bachelor,MOVIE,1942,78,0.0,5.2,156.0,US,1,comedy,1,2,2
Texas to Bataan,MOVIE,1942,56,0.0,5.2,94.0,US,1,western,2,4,4
M'Liss,MOVIE,1918,73,0.0,6.5,146.0,US,1,drama,3,5,5
Riding for Life,MOVIE,1925,60,0.0,5.0,20.0,US,1,western,3,4,4
I'm from Arkansas,MOVIE,1944,70,0.0,5.4,173.0,US,1,comedy,3,2,2
Southward Ho,MOVIE,1939,58,0.0,6.3,130.0,US,1,western,4,4,4
Idaho,MOVIE,1943,70,0.0,6.0,168.0,US,1,western,4,4,4
Colorado Kid,MOVIE,1937,56,0.0,6.0,51.0,US,1,western,3,4,4
The Real Glory,MOVIE,1939,96,0.0,6.5,1074.0,US,1,action,4,0,0
Queen of the Yukon,MOVIE,1940,73,0.0,6.0,83.0,US,1,western,1,4,4
Jaws of Justice,MOVIE,1933,58,0.0,4.0,55.0,US,1,western,3,4,4
Spotlight Scandals,MOVIE,1943,71,0.0,5.5,33.0,US,1,drama,4,5,5
Rainbow Ranch,MOVIE,1933,55,0.0,4.8,30.0,US,1,western,1,4,4
Jesse James at Bay,MOVIE,1941,56,0.0,5.8,172.0,US,1,western,4,4,4
